Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"How to Design an Interactive System for Data Science: Learning from a Literature Review","Advances in Information Systems Development","","","","10.1007/978-3-030-22993-1_8","Ana Sofia AlmeidaLicinio RoquePaulo Rupino da Cunha","2019","http://link.springer.com/chapter/10.1007/978-3-030-22993-1_8","Chapter"
"Various Classifiers to Investigate the Relationship Between CSR Activities and Corporate Value","Trends in Applied Knowledge-Based Systems and Data Science","","","","10.1007/978-3-319-42007-3_3","Ratna HidayatiKatsutoshi KanamoriLing FengHayato Ohwada","2016","http://link.springer.com/chapter/10.1007/978-3-319-42007-3_3","Chapter"
"Combining Feature Selection with Decision Tree Criteria and Neural Network for Corporate Value Classification","Knowledge Management and Acquisition for Intelligent Systems","","","","10.1007/978-3-319-42706-5_3","Ratna HidayatiKatsutoshi KanamoriLing FengHayato Ohwada","2016","http://link.springer.com/chapter/10.1007/978-3-319-42706-5_3","Chapter"
"Engaged Communities for Low Carbon Development Process","Computational Science and Its Applications – ICCSA 2017","","","","10.1007/978-3-319-62407-5_41","Alessandro AttolicoIan BloomfieldJolanta DvarionieneInga GurauskieneDaina KliaugaiteBalazs MezosiFrancesco Scorza","2017","http://link.springer.com/chapter/10.1007/978-3-319-62407-5_41","Chapter"
"Co-designing Object Shapes with Artificial Intelligence","Interactivity, Game Creation, Design, Learning, and Innovation","","","","10.1007/978-3-030-53294-9_21","Kevin GermanMarco LimmMatthias WölfelSilke Helmerdig","2020","http://link.springer.com/chapter/10.1007/978-3-030-53294-9_21","Chapter"
"Developing Management Guidance for Government Funded Dwelling Retrofit Schemes to Improve Occupant Quality of Life","Sustainability in Energy and Buildings","","","","10.1007/978-981-32-9868-2_51","D. JahicJ. R. LittlewoodG. KaraniA. ThomasJ. AtkinsonJ. Kirrane","2020","http://link.springer.com/chapter/10.1007/978-981-32-9868-2_51","Chapter"
"The IoT Design Deck: A Tool for the Co-design of Connected Products","Advances in Usability and User Experience","","","","10.1007/978-3-319-60492-3_21","Massimiliano DibitontoFederica TazziKatarzyna LeszczynskaCarlo M. Medaglia","2018","http://link.springer.com/chapter/10.1007/978-3-319-60492-3_21","Chapter"
"Studying Co-design","Computer-Aided Architectural Design. Future Trajectories","","","","10.1007/978-981-10-5197-5_12","Leman Figen GülCan UzunSüheyla Müge Halıcı","2017","http://link.springer.com/chapter/10.1007/978-981-10-5197-5_12","Chapter"
"P(L)AY ATTENTION! Co-designing for and with Children with Attention Deficit Hyperactivity Disorder (ADHD)","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29381-9_23","Gyöngyi FeketeAndrés Lucero","2019","http://link.springer.com/chapter/10.1007/978-3-030-29381-9_23","Chapter"
"About Us, with Us: The Fluid Project’s Inclusive Design Tools","Universal Access in Human-Computer Interaction. Methods, Techniques, and Best Practices","","","","10.1007/978-3-319-40250-5_17","Colin ClarkDana AyotteAntranig BasmanJutta Treviranus","2016","http://link.springer.com/chapter/10.1007/978-3-319-40250-5_17","Chapter"
"To Meet the Needs of Aging Users and the Prerequisites of Innovators in the Design Process","Human Aspects of IT for the Aged Population. Design for Aging","","","","10.1007/978-3-319-39943-0_10","Marie SjölinderIsabella ScandurraAnneli Avatare NöuElla Kolkowska","2016","http://link.springer.com/chapter/10.1007/978-3-319-39943-0_10","Chapter"
"Experience Focused Requirements Gathering with Children and Young People - Balancing Player, Learner and User (PLU) Requirement Needs","Usability- and Accessibility-Focused Requirements Engineering","","","","10.1007/978-3-319-45916-5_5","Diana Yifan XuJanet C. Read","2016","http://link.springer.com/chapter/10.1007/978-3-319-45916-5_5","Chapter"
"Chatbots in Healthcare Curricula: The Case of a Conversational Virtual Patient","Brain Function Assessment in Learning","","","","10.1007/978-3-030-60735-7_15","Foteini DolianitiIraklis TsoupouroglouPanagiotis AntoniouStathis KonstantinidisSavvas AnastasiadesPanagiotis Bamidis","2020","http://link.springer.com/chapter/10.1007/978-3-030-60735-7_15","Chapter"
"Driver Persistence, Safety and Older Adult Self-efficacy: Addressing Driving Challenges Using Innovative Multimodal Communication Concepts","Advances in Human Factors and Ergonomics in Healthcare and Medical Devices","","","","10.1007/978-3-030-50838-8_43","Joan CahillKatie CrowleySam CromieAlison KayMichael GormleyEamonn KennySonja HermannCiaran DoyleAnn HeverRobert Ross","2020","http://link.springer.com/chapter/10.1007/978-3-030-50838-8_43","Chapter"
"Design of a Learning Space Management System for Open and Adaptable School Facilities","Computers Supported Education","","","","10.1007/978-3-319-94640-5_2","Ari TuhkalaHannakaisa IsomäkiMarkus HartikainenAlexandra CristeaAndrea Alessandrini","2018","http://link.springer.com/chapter/10.1007/978-3-319-94640-5_2","Chapter"
"Empowering and Engaging Solutions for Operator 4.0 – Acceptance and Foreseen Impacts by Factory Workers","Advances in Production Management Systems. Production Management for the Factory of the Future","","","","10.1007/978-3-030-30000-5_75","Eija KaasinenSusanna AromaaPäivi HeikkiläMarja Liinasuo","2019","http://link.springer.com/chapter/10.1007/978-3-030-30000-5_75","Chapter"
"Thoughts on Design Education’s Future","Advances in the Human Side of Service Engineering","","","","10.1007/978-3-030-51057-2_22","Sunghyun Ryoo Kang","2020","http://link.springer.com/chapter/10.1007/978-3-030-51057-2_22","Chapter"
"Improving Project Management Practice Through the Development of a Business Case: A Local Administration Case Study","Trends and Advances in Information Systems and Technologies","","","","10.1007/978-3-319-77703-0_43","Fernando MartinsPedro RibeiroFrancisco Duarte","2018","http://link.springer.com/chapter/10.1007/978-3-319-77703-0_43","Chapter"
"ABLE Music: Arts-Based Exercise Enhancing LongEvity","HCI International 2020 – Late Breaking Posters","","","","10.1007/978-3-030-60703-6_58","Paula GardnerStephen SurlinCaitlin McArthurAdekunle AkinyemaJessica RauchbergRong ZhengJenny HaoAlexandra Papaioannou","2020","http://link.springer.com/chapter/10.1007/978-3-030-60703-6_58","Chapter"
"From Knowledge to Sign Management: A Co-design Methodology for Biodiversity and Music Enhancement","Artificial Intelligence for Knowledge Management","","","","10.1007/978-3-319-55970-4_6","Noël ConruytVéronique SébastienOlivier SébastienDidier SébastienDavid Grosser","2016","http://link.springer.com/chapter/10.1007/978-3-319-55970-4_6","Chapter"
"Modeling Collaboration in Parameter Design Using Multiagent Learning","Design Computing and Cognition '18","","","","10.1007/978-3-030-05363-5_31","Daniel HulseKagan TumerChris HoyleIrem Tumer","2019","http://link.springer.com/chapter/10.1007/978-3-030-05363-5_31","Chapter"
"Understanding the Impact of Mobile Augmented Reality on Co-design Cognition and Co-modelling","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-319-46771-9_47","Leman Figen GülMüge HalıcıCan UzunMustafa Esengün","2016","http://link.springer.com/chapter/10.1007/978-3-319-46771-9_47","Chapter"
"Designing Effective Learning Technologies  for Autistic People","Computers Helping People with Special Needs","","","","10.1007/978-3-319-41264-1_64","Marion Hersh","2016","http://link.springer.com/chapter/10.1007/978-3-319-41264-1_64","Chapter"
"Facilitating ICME Through Platformization","Proceedings of the 4th World Congress on Integrated Computational Materials Engineering (ICME 2017)","","","","10.1007/978-3-319-57864-4_9","B. P. GauthamSreedhar ReddyPrasenjit DasChetan Malhotra","2017","http://link.springer.com/chapter/10.1007/978-3-319-57864-4_9","Chapter"
"Comparative Review of Research on Health Information Technology in Biomedical Informatics and Human-Computer Interaction","Human-Computer Interaction. Design Practice in Contemporary Societies","","","","10.1007/978-3-030-22636-7_2","Sunyoung Kim","2019","http://link.springer.com/chapter/10.1007/978-3-030-22636-7_2","Chapter"
"Development and Usability Evaluation of a Nutrition and Lifestyle Guidance Application for People Living with and Beyond Cancer","Design, User Experience, and Usability. Application Domains","","","","10.1007/978-3-030-23538-3_26","Gareth VealeHuseyin DoganJane Murphy","2019","http://link.springer.com/chapter/10.1007/978-3-030-23538-3_26","Chapter"
"From Close the Door to Do not Click and Back. Security by Design for Older Adults","Advances in Intelligent Systems and Computing II","","","","10.1007/978-3-319-70581-1_3","Bartlomiej BalcerzakWieslaw KopecRadoslaw NielekKamil WarpechowskiAgnieszka Czajka","2018","http://link.springer.com/chapter/10.1007/978-3-319-70581-1_3","Chapter"
"WeMake: A Framework for Letting Students Create Tangible, Embedded and Embodied Environments for Their Own STEAM Learning","Internet Science","","","","10.1007/978-3-319-70284-1_1","Anastasios KarakostasGeorge PalaigeorgiouYiannis Kompatsiaris","2017","http://link.springer.com/chapter/10.1007/978-3-319-70284-1_1","Chapter"
"A Conceptual Automated Negotiation Model for Decision Making in the Construction Domain","Distributed Computing and Artificial Intelligence, 13th International Conference","","","","10.1007/978-3-319-40162-1_2","Moamin A. MahmoudMohd Sharifuddin AhmadMohd Zaliman M. Yusoff","2016","http://link.springer.com/chapter/10.1007/978-3-319-40162-1_2","Chapter"
"The Stuttgart IT Architecture for Manufacturing","Enterprise Information Systems","","","","10.1007/978-3-319-62386-3_3","Laura KassnerChristoph GrögerJan KönigsbergerEva HoosCornelia KieferChristian WeberStefan SilcherBernhard Mitschang","2017","http://link.springer.com/chapter/10.1007/978-3-319-62386-3_3","Chapter"
"From Social Practices to Social Robots – User-Driven Robot Development in Elder Care","Social Robotics","","","","10.1007/978-3-319-47437-3_68","Matthias RehmAntonia L. KrummheuerKasper RodilMai NguyenBjørn Thorlacius","2016","http://link.springer.com/chapter/10.1007/978-3-319-47437-3_68","Chapter"
"Necessary Tension","Impact: Design With All Senses","","","","10.1007/978-3-030-29829-6_20","Matt TurlockKyle Steinfeld","2020","http://link.springer.com/chapter/10.1007/978-3-030-29829-6_20","Chapter"
"Design Guidelines for Serious Games Targeted to People with Autism","Smart Education and e-Learning 2019","","","","10.1007/978-981-13-8260-4_43","Stavros TsikinasStelios Xinogalos","2019","http://link.springer.com/chapter/10.1007/978-981-13-8260-4_43","Chapter"
"Interaction for Information Discovery Empowering Information Consumers","Human Interface and the Management of Information: Information, Design and Interaction","","","","10.1007/978-3-319-40349-6_24","Kurt EnglmeierFionn Murtagh","2016","http://link.springer.com/chapter/10.1007/978-3-319-40349-6_24","Chapter"
"Designing for Children Using the RtD and HCD Approaches","Universal Access in Human–Computer Interaction. Design and Development Approaches and Methods","","","","10.1007/978-3-319-58706-6_39","Thais CastroDavid Lima","2017","http://link.springer.com/chapter/10.1007/978-3-319-58706-6_39","Chapter"
"Achieving Cooperative Design Based on BIM Cloud Platform","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-030-00560-3_47","Taian Xu","2018","http://link.springer.com/chapter/10.1007/978-3-030-00560-3_47","Chapter"
"Integrated and Interactive Practices in Product Engineering","Research in Interactive Design (Vol. 4)","","","","10.1007/978-3-319-26121-8_1","Alain DaidiéManuel ParedesBenoit Eynard","2016","http://link.springer.com/chapter/10.1007/978-3-319-26121-8_1","Chapter"
"A Data Mining Tool for Water Uses Classification Based on Multiple Classifier Systems","Machine Learning, Optimization, and Big Data","","","","10.1007/978-3-319-72926-8_30","Iván Darío LópezCristian Heidelberg ValenciaJuan Carlos Corrales","2018","http://link.springer.com/chapter/10.1007/978-3-319-72926-8_30","Chapter"
"Play It My Way: Participatory Mobile Game Design with Children in Rural Nepal","Cross-Cultural Design. User Experience of Products, Services, and Intelligent Environments","","","","10.1007/978-3-030-49788-0_24","Dev Raj LamichhaneJanet C. Read","2020","http://link.springer.com/chapter/10.1007/978-3-030-49788-0_24","Chapter"
"Creation Process for a Technology Design Model Promoting Active Participation of End Users with Neurodevelopmental Disorders: Achievements and Pitfalls","Universal Access in Human-Computer Interaction. Applications and Practice","","","","10.1007/978-3-030-49108-6_4","Dany Lussier-DesrochersMarie-Ève DupontYves LachapelleLine MasséAnnie MartineauLaurence Pépin-Beauchesne","2020","http://link.springer.com/chapter/10.1007/978-3-030-49108-6_4","Chapter"
"Data Makes the Public Sector Go Round","Electronic Government","","","","10.1007/978-3-319-98690-6_19","Paraskevi ChristodoulouStefan DeckerAikaterini-Vasiliki DoukaCharalampia KomopoulouVasilios PeristerasSofia SgagiaVaios TsarapatsanisDimosthenis Vardouniotis","2018","http://link.springer.com/chapter/10.1007/978-3-319-98690-6_19","Chapter"
"A Negotiation Algorithm for Decision-Making in the Construction Domain","Distributed Computing and Artificial Intelligence, 14th International Conference","","","","10.1007/978-3-319-62410-5_14","Arazi IdrusMoamin A. MahmoudMohd Sharifuddin AhmadAzani YahyaHapsa Husen","2018","http://link.springer.com/chapter/10.1007/978-3-319-62410-5_14","Chapter"
"IPD Methodology in Shipbuilding","Advances in Production Management Systems. Production Management for the Factory of the Future","","","","10.1007/978-3-030-30000-5_67","Hajnalka VaagenLucky C. Masi","2019","http://link.springer.com/chapter/10.1007/978-3-030-30000-5_67","Chapter"
"Communication Landscapes","Robotic Fabrication in Architecture, Art and Design 2018","","","","10.1007/978-3-319-92294-2_6","Giovanni BettiSaqib AzizAndrea RossiOliver Tessmann","2019","http://link.springer.com/chapter/10.1007/978-3-319-92294-2_6","Chapter"
"Coping with Design Complexity: A Conceptual Framework for Design Alternatives and Variants","Human-Computer Interaction - INTERACT 2017","","","","10.1007/978-3-319-67744-6_30","Judy BowenAnke Dittmar","2017","http://link.springer.com/chapter/10.1007/978-3-319-67744-6_30","Chapter"
